Gene	cuffdiff_ctrl_FPKM	cuffdiff_exp_FPKM	cuffdiff_log2	cuffdiff_test_stat	cuffdiff_p_value	cuffdiff_q_value	edger_logFC	edger_logCPM	edger_PValue	edger_FDR	deseq2_baseMean	deseq2_log2FoldChange	deseq2_lfcSE	deseq2_pvalue	deseq2_padj	bayseq_library_522	bayseq_library_523	bayseq_library_524	bayseq_library_525	bayseq_likelihood	bayseq_FDR	
LOC770794	NULL	NULL	NULL	NULL	NULL	NULL	0.578941658260997	2.88949401048573	0.0756234070426035	1	0.484446906938915	222.587573564289	0.235466320115688	0.039648377453469	0.999162683775631	168	172	249	313	0.0199586868026639	0.896103472053897	
LOC101750994	NULL	NULL	NULL	NULL	NULL	NULL	-2.16543114176056	-2.33858989575073	0.022030104973704	0.604418947190014	-0.367673484239914	4.0938984077259	0.247703155540888	0.137721117585134	0.999162683775631	5	8	1	2	0.0629800252179188	0.738325553072758	
LOC101750995	NULL	NULL	NULL	NULL	NULL	NULL	1.11811272856222	1.25370024914587	0.00215688745838964	0.135635772383334	0.716635271708852	69.9801395656268	0.306151164833685	0.0192430401467074	0.76080770980874	43	41	137	67	0.0189799076924023	0.903227482054449	
CD164L2	NULL	NULL	NULL	NULL	NULL	NULL	0.828877226976834	0.867393998816938	0.0275364625705604	0.706484805359187	0.512859348797799	53.1815467494353	0.31054099549408	0.0986359329156421	0.999162683775631	34	39	50	93	0.00903480786209987	0.947194590166731	
SHISA3	NULL	NULL	NULL	NULL	NULL	NULL	0.996139278177226	-0.531349831461452	0.0333835646250613	0.775871303091691	0.461568741319896	18.8299323526403	0.318776876918416	0.147634752683885	0.999162683775631	9	15	21	32	0.00982537248314412	0.9455128032266	
HIST1H2A4L3	NULL	NULL	NULL	NULL	NULL	NULL	-1.11465509216164	0.632221819232782	0.00411312086901703	0.215438601193378	-0.55012406060936	45.5083717450144	0.319667999799344	0.0852647704458893	0.999162683775631	76	41	17	43	0.00354715263202209	0.971493526885052	
TRIM7	0.7172	0.307085	-1.22374	-1.33402	0.11325	0.999798	1.44057946500976	-0.243331179178549	0.00147521309257242	0.103110140024455	0.634217925868939	23.4165446249155	0.317745558504314	0.0459346794952665	0.999162683775631	9	15	22	50	0.0211533412843934	0.892219967028838	
PDGFRL	NULL	NULL	NULL	NULL	NULL	NULL	-0.60797519612524	3.04792832759579	0.0615424204637687	1	-0.497657782480743	249.229818363804	0.24782032392265	0.0446284693627097	0.999162683775631	320	250	236	182	0.0126950027101156	0.930880602271044	
LOC101750197	NULL	NULL	NULL	NULL	NULL	NULL	-0.793195134093792	1.6990707428848	0.0227466908883598	0.609954662085602	-0.503078270485422	97.0161036000273	0.308494842839695	0.102942872541108	0.999162683775631	153	78	61	88	0.00366488924715914	0.970949314596674	
TPM2	NULL	NULL	NULL	NULL	NULL	NULL	-0.646442776968711	8.23688082122262	0.0369213735737038	0.802334191482383	-0.50724475774097	9139.74401980648	0.262067150574788	NA	NA	7183	14372	8652	6466	0.00396225547835389	0.969633277873987	
TPM1	NULL	NULL	NULL	NULL	NULL	NULL	-0.711608252666719	9.10426537480549	0.0216539522130823	0.603423468337894	-0.621181861550772	16682.7424531914	0.212694851761206	0.00349435675928398	0.286486611409703	15941	23848	14870	11935	0.00537594042385451	0.964265995737212	
ALPP	NULL	NULL	NULL	NULL	NULL	NULL	-1.09269816307404	11.8287549513184	0.000456520079934603	0.0423134568001994	-0.921956054984862	110405.590380667	0.233203492955926	7.70355356976847e-05	0.0174403222902084	165608	118393	69295	79273	0.058401443742926	0.755403152792676	
LOC101750223	NULL	NULL	NULL	NULL	NULL	NULL	1.37535156433329	-1.16136601620106	0.0207944770172908	0.590650536009881	0.503527630450018	11.395477988431	0.309380504597577	0.103623500206098	0.999162683775631	6	6	21	14	0.0210023091581472	0.893505544294344	
LOC419322	NULL	NULL	NULL	NULL	NULL	NULL	0.852396469549955	1.42306783003235	0.0158990243305894	0.510444880541422	0.606480014471702	79.1135132682613	0.289013028335524	0.035865221467034	0.999162683775631	59	48	130	86	0.010039243741639	0.944855364913879	
LOC100857116	NULL	NULL	NULL	NULL	NULL	NULL	1.4292669583083	-0.85435717991736	0.00733318240595827	0.318388559124681	0.572536759313492	14.6095471358189	0.314048869732898	0.0682910120201324	0.999162683775631	6	9	17	28	0.0198654427018628	0.896284262115605	
ALPI	NULL	NULL	NULL	NULL	NULL	NULL	-0.906210497339159	2.23745654526048	0.00697400726162653	0.305909232105667	-0.701353611524699	141.443880313774	0.268045440143689	0.00888240191735233	0.505849808521431	188	162	86	121	0.0256028577089074	0.870559663460647	
CKB	NULL	NULL	NULL	NULL	NULL	NULL	-0.559440734043037	8.01124744814002	0.0707208777093982	1	-0.491864668396584	7827.14187363074	0.2107746713774	0.019616453983442	0.765312277133319	9909	7747	6708	6656	0.00443792439580358	0.967887945838181	
TRBV6-5	NULL	NULL	NULL	NULL	NULL	NULL	1.34401145879436	0.73331785290875	0.000581422122868471	0.0513323161382929	0.759340752201164	47.9954109313369	0.316694446073664	0.0164980189301854	0.710629135188266	20	32	101	46	0.0269662056205399	0.865124312833852	
ACSM5	NULL	NULL	NULL	NULL	NULL	NULL	0.991822843977511	2.06346019445514	0.00350741009989589	0.195224460860524	0.585404301999777	124.360049543959	0.314652364432773	0.0628177034358249	0.999162683775631	45	116	118	230	0.00624317543848711	0.961521202295202	
CDH23	NULL	NULL	NULL	NULL	NULL	NULL	1.11482199089133	0.751839315896353	0.0038845401726823	0.207545432083311	0.677827430315297	48.7095408635617	0.311984665040738	0.0298081308210344	0.961737239855086	23	36	92	50	0.0172566607277658	0.914593243413507	
LOC100859224	NULL	NULL	NULL	NULL	NULL	NULL	0.997880114797995	1.37209880948004	0.00535304381462559	0.260056784610129	0.708296843169883	76.2791645186882	0.289905273334924	0.0145576283789253	0.66624489298871	46	51	86	128	0.0278835030158553	0.859736798664252	
LOC101748681	NULL	NULL	NULL	NULL	NULL	NULL	-2.89468445203832	-2.28080754445869	0.00504026834982854	0.250230411532372	-0.380107621803942	4.31732274829574	0.231196267696084	0.100157479219491	0.999162683775631	4	11	2	0	0.128053746057388	0.563463240516835	
LOC416263	NULL	NULL	NULL	NULL	NULL	NULL	0.613435269348335	5.76573882735984	0.0489481598582127	0.939555804744988	0.535298823830854	1647.36849562952	0.213014470891633	0.011971975581299	0.603809153286891	1069	1426	2444	1782	0.0222186791760812	0.886541227082735	
PPDPF	NULL	NULL	NULL	NULL	NULL	NULL	-0.638642358613755	6.73000397437857	0.0397230629957644	0.837602628035317	-0.564646711388062	3217.34177322715	0.205435690389663	0.00598626646545111	0.388589058100786	3436	4050	2315	2987	0.0293561521625578	0.851209257806657	
GBE	NULL	NULL	NULL	NULL	NULL	NULL	3.20030887782806	-0.907854966869106	6.29707049003162e-07	0.000142809519900526	1.10254394168535	13.8561807993191	0.312498304085224	0.000418459516609543	0.0657562634850051	2	3	25	28	0.617652324107155	0.11517570320803	
LOC100858796	NULL	NULL	NULL	NULL	NULL	NULL	1.03781041415367	3.95648515132551	0.00116027626617361	0.0858846161190594	0.87972131295547	468.566759838439	0.228933659286186	0.000121692640983757	0.0245862596444684	320	262	751	584	0.203629028363109	0.42434567334964	
LOC101751013	NULL	NULL	NULL	NULL	NULL	NULL	-7.40345258424136	-1.32298648824476	3.91024871022568e-10	1.60305157701136e-07	-1.17064555454417	10.4360771770322	0.29566955145421	7.51685937194552e-05	0.0174403222902084	17	23	0	0	0.954275362277188	0.0153547100620878	
LOC423229	NULL	NULL	NULL	NULL	NULL	NULL	-1.30303465634867	-1.09225098689376	0.0197215313743404	0.578299320272611	-0.444667473654174	12.2795085165244	0.304582142859883	0.144310336732548	0.999162683775631	9	25	8	7	0.0150088993538457	0.92183458417308	
BAG2	NULL	NULL	NULL	NULL	NULL	NULL	-1.03541894356064	4.5995126794237	0.00105827445424285	0.081445107637361	-0.864630426077957	733.143342570291	0.237096317058132	0.00026558055899581	0.0471753681478522	747	1147	592	428	0.226254160283985	0.405884752941713	
LOC101750501	NULL	NULL	NULL	NULL	NULL	NULL	2.58613264415422	-2.8490972712867	0.0488720054081774	0.939453030921123	0.189654177174621	2.13535308789671	0.178936620946839	0.289191996021922	0.999162683775631	1	0	7	1	0.048626330576793	0.788369155166557	
LOC101750509	NULL	NULL	NULL	NULL	NULL	NULL	0.929026308806029	-0.375970596589969	0.0419809743803868	0.865522642012655	0.439430117183565	21.1401500020956	0.319105304580229	0.168490824389616	0.999162683775631	8	20	32	27	0.0128882194033054	0.929555620957397	
CD79B	NULL	NULL	NULL	NULL	NULL	NULL	1.31802398481363	0.851942624534355	0.000628237148609834	0.0542216985184795	0.588755399913991	52.3270523201894	0.31833230953869	NA	NA	30	27	130	30	0.0176890962185948	0.909620757353773	
CSDC2	NULL	NULL	NULL	NULL	NULL	NULL	-0.858585998603354	-0.0847642437908823	0.0491267632707148	0.941802463493792	-0.451298672305441	26.7707320018774	0.319195206567612	0.157401781916172	0.999162683775631	29	37	14	26	0.0105104923399136	0.943584920172758	
LOC101749224	NULL	NULL	NULL	NULL	NULL	NULL	1.06459739279152	-0.333463430068	0.0175769488102699	0.544629934211241	0.503273241787918	21.8237733558008	0.319286319737847	0.114969512581743	0.999162683775631	11	16	42	21	0.0134197525430425	0.928015467782602	
CBLN1	NULL	NULL	NULL	NULL	NULL	NULL	2.60140908229689	1.31417212951382	4.05057159066285e-11	2.05595440880359e-08	0.654376867466429	73.1159714654279	0.286830349256093	NA	NA	23	16	12	248	0.0615797404191816	0.74284797489046	
LOC769098	NULL	NULL	NULL	NULL	NULL	NULL	1.70689966809823	-2.18083184829982	0.0486532548645977	0.939453030921123	0.298649183643286	4.61273555649093	0.246364815455442	0.225426892911704	0.999162683775631	1	3	4	11	0.0211145811441114	0.89260941961935	
CAMK1G	NULL	NULL	NULL	NULL	NULL	NULL	-1.24406321987879	3.02429795289631	0.000143332134802175	0.0170668904865554	-0.816574079236074	245.509929882141	0.30373682730774	0.00717896779567249	0.441360854116277	398	253	217	93	0.0240580366709364	0.874916926384929	
C16ORF45	0	0	0	0	1	1	-1.84051703600985	1.26637446509953	7.70238192508707e-07	0.000171041018623965	-1.14802450007664	71.1962945309246	0.308762146086446	0.000200685744790836	0.0374267887345635	75	140	43	23	0.0681530354342479	0.721525491173348	
RGS1	NULL	NULL	NULL	NULL	NULL	NULL	0.809643441049046	0.391299616846415	0.0460815582557338	0.914680315545375	0.501215998605638	37.6490173625201	0.310373046244929	0.106336144241616	0.999162683775631	26	26	42	59	0.0130470208505205	0.929066957861745	
LOC100857302	NULL	NULL	NULL	NULL	NULL	NULL	4.97192195770487	-2.93734488966907	0.0104710655463004	0.388888807170788	0.259407397368691	1.87105141486451	0.178641133136628	0.14646974335373	0.999162683775631	0	0	6	2	0.130901853737858	0.551662012660213	
KIAA1143	NULL	NULL	NULL	NULL	NULL	NULL	-0.569050190427842	4.49201165296456	0.0705726496757504	1	-0.480963746689668	680.457988849188	0.23172579032404	0.037933479579805	0.999162683775631	672	885	487	667	0.0270523920310692	0.864259601330149	
MRPS2	NULL	NULL	NULL	NULL	NULL	NULL	-0.613680823608208	4.91876147003582	0.0501729846003721	0.947083992584301	-0.548365726934094	915.746712108631	0.198743305275415	0.00579491293271135	0.381183982097071	1049	1060	696	830	0.11395101765083	0.598628768638205	
ABHD2	NULL	NULL	NULL	NULL	NULL	NULL	-0.660654818876229	8.80884703670703	0.0329171971481288	0.775871303091691	-0.556997383547487	13608.2393784221	0.234215486351639	0.0174001845585917	0.72780713811827	18133	13387	12802	9539	0.00109408450225429	0.987870578059839	
ABHD3	NULL	NULL	NULL	NULL	NULL	NULL	0.519515533435757	5.41830832693192	0.0957235136652338	1	0.446822603253516	1294.16904247655	0.222060669994962	0.0442025963544703	0.999162683775631	815	1228	1816	1416	0.0135503574737152	0.927774642169757	
LOC101749845	NULL	NULL	NULL	NULL	NULL	NULL	0.925169214270327	1.4669625691022	0.00903547729732179	0.358026589264509	0.710195350531086	81.6209356075546	0.269582014045295	0.00842783065401829	0.491507608348262	56	51	115	111	0.0694373901856424	0.717758285844669	
USHBP1	NULL	NULL	NULL	NULL	NULL	NULL	0.795245639202791	0.488754302542816	0.0492686106264415	0.943673172807259	0.48080631629002	40.4708943115294	0.312241522582403	0.123595977855145	0.999162683775631	32	24	44	64	0.008586140137805	0.94824975212221	
LOC101749412	NULL	NULL	NULL	NULL	NULL	NULL	2.75682747908406	-2.76670642286054	0.0288271691981501	0.717799798874257	0.265358062626091	2.37422139220992	0.201916524007131	0.188779963594693	0.999162683775631	0	1	5	4	0.114874105804253	0.593826384737532	
LOC101749416	NULL	NULL	NULL	NULL	NULL	NULL	1.53538373491067	-1.69016850989	0.0370901350994925	0.802995888533879	0.425550642250354	7.29825654320254	0.289268380381969	0.141256664488485	0.999162683775631	4	3	11	12	0.0280487977401962	0.859383897518731	
LOC428593	NULL	NULL	NULL	NULL	NULL	NULL	-2.07555776009047	-0.961788485115875	0.000151537048860527	0.0176528240852935	-0.625407638016813	13.7534276525779	0.298430430818376	0.0361126834434647	0.999162683775631	14	29	2	9	0.0350646005902698	0.834744535814617	
FAM47E	NULL	NULL	NULL	NULL	NULL	NULL	-2.84656125465449	-2.84010902720127	0.0488720054081774	0.939453030921123	-0.215904161464622	2.26998905136168	0.182995399154312	0.23806631415032	0.999162683775631	1	7	0	1	0.0661515336898444	0.72823417834522	
PRODH	NULL	NULL	NULL	NULL	NULL	NULL	-1.0116505819696	1.75716309586133	0.00367938155624987	0.198073373778118	-0.804943602702194	100.846753170483	0.258264775214397	0.00182864095764842	0.192277522601309	125	132	66	75	0.134530985012362	0.539001001037798	
SOST	NULL	NULL	NULL	NULL	NULL	NULL	-1.65507039510626	-1.36658833508571	0.00605242451963844	0.279425765497531	-0.543663638857454	9.88846332957761	0.302429353791871	0.0722316972907335	0.999162683775631	11	18	6	4	0.0467065082829302	0.795010722093967	
MAPK11	NULL	NULL	NULL	NULL	NULL	NULL	1.65054770610592	4.68556822317516	2.88623628090298e-07	6.99190739048748e-05	1.48537466533729	777.697391096093	0.191427377047475	8.52861744261971e-15	1.03385119013356e-11	316	403	1218	1274	0.993003793677148	0.00204317642914899	
LOC100859562	2.86067	0.750647	-1.93015	-1.18885	0.1082	0.999798	1.56739176510086	1.75822875367615	1.06534118077538e-05	0.0018029931712199	1.19132712761253	100.229009069956	0.271932728005405	1.18156120115899e-05	0.00358076341872664	51	45	142	174	0.373912110298513	0.284756266924453	
CACNB4	NULL	NULL	NULL	NULL	NULL	NULL	1.07616891766212	1.82084110331983	0.00199895139022023	0.12874213213509	0.588392909809505	104.674360716729	0.31813433663916	NA	NA	55	74	236	68	0.012627234506726	0.933671987253263	
LOC421502	NULL	NULL	NULL	NULL	NULL	NULL	2.31946726922627	-1.80790916559265	0.00213147637954637	0.134434359346656	0.383587782135839	6.55926290598214	0.246956431947204	0.120360805350584	0.999162683775631	1	3	3	20	0.0229409334512796	0.879149592099885	
TMEM233	0.107108	0.200488	0.904443	0	1	1	-0.964106777660925	-0.28094946789744	0.0323263529110061	0.772012299368533	-0.427680470369674	23.0033811215882	0.318040777397175	0.178710923537275	0.999162683775631	16	43	14	19	0.00749187103963302	0.951175521008442	
LOC770090	NULL	NULL	NULL	NULL	NULL	NULL	0.848278871128118	5.37964764241628	0.00679008898919857	0.299691753771708	0.639404879872341	1261.07940257334	0.274152852085995	NA	NA	1100	593	1627	1793	0.0314998280546772	0.844454934260837	
LOC101750247	NULL	NULL	NULL	NULL	NULL	NULL	-0.829147869954551	0.897112973302696	0.0280121973459715	0.7144675832599	-0.571274776691669	54.657284946256	0.295951858813717	0.0535701358099318	0.999162683775631	57	77	36	47	0.0181845122247155	0.908146476483049	
CNTRL	5.2395	3.38483	-0.630344	-0.669144	0.3618	0.999798	0.511347883659884	4.75654404190294	0.102991559065861	1	0.447448956168016	817.471112052412	0.210820729461332	0.0338029523552445	0.999162683775631	591	697	1185	853	0.0451427032915294	0.798934663860512	
PCDH8	NULL	NULL	NULL	NULL	NULL	NULL	1.61027590455247	0.66168695407553	4.32950445723726e-05	0.00613586928741491	0.994606912043902	45.6365610216117	0.309969898003125	0.00133326813706478	0.160474422369691	17	26	59	86	0.12924454953671	0.562028435803227	
C8H1ORF112	NULL	NULL	NULL	NULL	NULL	NULL	0.809961244317577	2.20933043893017	0.0159368228392471	0.510889006446721	0.659706995017818	137.930962615226	0.248526053064329	0.0079431167095648	0.471337879993092	80	112	198	174	0.0714659852467324	0.712180343070656	
SLC38A8	NULL	NULL	NULL	NULL	NULL	NULL	0.906082021221208	0.193426275008809	0.0332362870299672	0.775871303091691	0.517420607929218	32.4732001095738	0.316172328805405	0.101731948676413	0.999162683775631	22	21	57	33	0.0187616329493505	0.903635502360335	
CYP3A4	231.329	358.824	0.633328	1.71154	0.0252	0.845812	-0.639894848146999	9.03311394217468	0.0387474685358601	0.826018534247466	-0.544806199172988	15897.2004358483	0.229286904207937	0.017497219512831	0.72780713811827	21123	15488	14616	11692	0.00343572842382695	0.971955820154336	
CHIR-B6	NULL	NULL	NULL	NULL	NULL	NULL	-2.39108400132184	-1.91987172448325	0.00316114029999296	0.180326560929814	-0.512748279258006	6.16279665741044	0.271605998922784	0.0590476261403635	0.999162683775631	8	12	1	3	0.105410311209777	0.61778015789622	
LOC100859025	NULL	NULL	NULL	NULL	NULL	NULL	-2.86852753645743	2.16829141886809	6.38296324109128e-15	5.09278420817661e-12	-1.83714030883001	134.896362670916	0.304326525761021	1.57258161705184e-09	9.53152950820959e-07	195	260	51	18	0.983696895563998	0.00412982154669249	
C3ORF24	NULL	NULL	NULL	NULL	NULL	NULL	2.35854890403268	0.256468725898958	1.02698029173248e-07	2.91908878122042e-05	1.01075486292756	33.8806367000738	0.317960216369674	0.00147849310526402	0.171859633489286	7	14	32	87	0.0949947484846508	0.635158614692856	
LOC101752242	NULL	NULL	NULL	NULL	NULL	NULL	1.88007983814065	-2.08140907215911	0.0225069538593438	0.607685746593022	0.380030967951184	5.04276044289371	0.26194511984181	0.146834509007333	0.999162683775631	1	3	9	8	0.0470484105168248	0.793937084864482	
LOC101752241	NULL	NULL	NULL	NULL	NULL	NULL	4.57329936242819	-3.12794788638967	0.0366789140339941	0.798127796939342	0.211155998888093	1.408679699336	0.163613569648384	0.196850206905695	0.999162683775631	0	0	4	2	0.0834940384024456	0.662958887758061	
LOC101752249	NULL	NULL	NULL	NULL	NULL	NULL	-1.21128158712375	-0.994502490269352	0.0275395850104833	0.706484805359187	-0.439260330316668	13.2812658544926	0.308179556289641	0.154059241375178	0.999162683775631	11	25	11	6	0.0132757983823984	0.928413461785086	
TNFRSF8	NULL	NULL	NULL	NULL	NULL	NULL	2.17444854532805	-1.66466392553852	0.0017166342970896	0.114545974428664	0.294693176181668	7.29527696514968	0.227270442041467	0.194747160855977	0.999162683775631	0	5	23	3	0.00566847474681397	0.963245317691841	
TTC9	NULL	NULL	NULL	NULL	NULL	NULL	0.618430338628369	2.40305625156207	0.0638408193548279	1	0.513958238047729	158.149671335107	0.239422926075535	0.0318208187850896	0.996367371958958	101	138	203	202	0.022173972496217	0.886760244295805	
BHLHE40	NULL	NULL	NULL	NULL	NULL	NULL	-0.477302837669755	5.24616186859494	0.126184424483289	1	-0.433052188598607	1149.5686260778	0.187699958849886	0.0210463915187741	0.794532252770813	1318	1225	1083	950	0.0410344632494414	0.808238352548985	
WDFY4	NULL	NULL	NULL	NULL	NULL	NULL	0.936541336503522	2.35427511523527	0.00535533016436095	0.260056784610129	0.682123044718443	152.71760332705	0.284059115479982	0.0163350678902445	0.70782389816635	95	105	281	146	0.0399935177924752	0.810770287028757	
ACP2	NULL	NULL	NULL	NULL	NULL	NULL	-0.468040578208256	6.42573268545185	0.131425100533815	1	-0.433725695984452	2605.06299870245	0.167969524998369	0.00981815005697404	0.534050719925982	2617	3164	2301	2318	0.0244523438226382	0.873809559647679	
ANKRD33	NULL	NULL	NULL	NULL	NULL	NULL	-1.04301403833722	-0.270011315454853	0.0187860985231988	0.564005391697241	-0.481080799901173	23.3863809096536	0.318885069357182	0.131392386779149	0.999162683775631	29	31	9	23	0.0185594486484879	0.906948646387269	
NT5C3L	NULL	NULL	NULL	NULL	NULL	NULL	0.43639756212596	6.05697643106818	0.160071026009733	1	0.393668729483275	2016.93064587587	0.188112799353829	0.0363735338588238	0.999162683775631	1584	1684	2246	2646	0.0240291287187231	0.875008295232032	
ABCG1	NULL	NULL	NULL	NULL	NULL	NULL	-0.917992041382534	2.75142322944506	0.00529896260145604	0.258497219079725	-0.724371017434721	202.293880698548	0.260711602989085	0.00546209406960058	0.370788793820766	195	314	171	126	0.0288233242066189	0.852801883981521	
SLC27A4	35.7232	57.6809	0.691229	2.05471	0.00325	0.237742	-0.702701541771224	6.78525530198059	0.0237332635247216	0.625396429938214	-0.619804388606158	3343.67958689649	0.207325613647502	0.00279414742344378	0.250896698006689	3849	4045	2320	3040	0.0314265069777991	0.844749026664467	
SLC27A1	NULL	NULL	NULL	NULL	NULL	NULL	0.57762484314025	2.65239424625676	0.0804866525311419	1	0.494935249012096	188.454907138854	0.223403737003004	0.0267305923394143	0.8973687166889	131	158	238	239	0.0379194578845106	0.819820365403031	
NPNT	NULL	NULL	NULL	NULL	NULL	NULL	0.857575904559456	3.37152955823684	0.00787643130526742	0.332497529915454	0.676344481335862	311.346461925897	0.261442733972772	0.00968240520151548	0.534050719925982	148	279	455	395	0.0703297921641443	0.714440642818647	
LOC417083	2.64342	14.4387	2.44946	3.56491	0.0051	0.321015	-0.974920314429502	3.30695206125255	0.00260382684609143	0.155305677022823	-0.174433899390187	298.660570494347	0.247056810369029	NA	NA	380	373	39	379	0.0998680116535628	0.62512908315461	
LOC101749758	NULL	NULL	NULL	NULL	NULL	NULL	1.02888255035195	-0.454946842157397	0.0267461872470784	0.691121478464505	0.462805228006956	19.9034722464282	0.318259106294812	0.145897104423315	0.999162683775631	11	14	39	18	0.00941508107438824	0.946421927003173	
HAND1	NULL	NULL	NULL	NULL	NULL	NULL	-1.34103811979592	0.838620830792288	0.000411597556439571	0.0389974964807946	-0.671700746282481	52.2510936494458	0.319657129301392	0.0356132070700351	0.999162683775631	36	110	41	22	0.00742724301869766	0.95135052532406	
LOC101749206	NULL	NULL	NULL	NULL	NULL	NULL	1.45670986150785	0.664675117733452	0.000211793023411331	0.0236240554126285	0.81880530015275	45.6596256571291	0.317074184354355	0.00981221353958093	0.534050719925982	12	35	71	71	0.0924819171736797	0.639973080775016	
TMEM55A	NULL	NULL	NULL	NULL	NULL	NULL	0.746583371374803	4.29139705888003	0.0182710050022316	0.558097953720262	0.673685866131024	591.453691800192	0.189213565777405	0.000370216629665835	0.0587191254398027	376	469	819	749	0.264879241491232	0.360218747184702	
TRA2A	NULL	NULL	NULL	NULL	NULL	NULL	0.46303953766306	7.14659192675207	0.134871781623923	1	0.412832161243469	4295.08206731836	0.197151008411958	0.036260906702814	0.999162683775631	3406	3473	6078	4477	0.00137228659926274	0.986801478477494	
SLC24A1	NULL	NULL	NULL	NULL	NULL	NULL	2.70581763062807	-2.24313568931642	0.00504026834982854	0.250230411532372	0.300571594347199	4.23525951684141	0.215919201673574	0.163905477070336	0.999162683775631	1	1	15	1	0.0544588935570558	0.768407734941685	
LOC101750526	NULL	NULL	NULL	NULL	NULL	NULL	1.55039280863531	-1.85120741698076	0.0306069403113193	0.741453129041711	0.392968829154644	6.29726819137661	0.281360036334957	0.162511004119948	0.999162683775631	3	3	11	9	0.025412437675708	0.87124240616003	
LOC771551	NULL	NULL	NULL	NULL	NULL	NULL	3.25121775039729	1.90735217162894	9.20961634638672e-17	1.09072556262373e-13	2.44718818373744	111.063784572323	0.27006084460084	1.28529741758085e-19	2.18127824737646e-16	21	19	214	211	0.998965808509457	0.00014972657802083	
STYK1	NULL	NULL	NULL	NULL	NULL	NULL	-0.41552077094493	7.13676351860602	0.179496285494861	1	-0.387090624921125	4266.74416167984	0.164345632326527	0.0185055272375417	0.749540102024631	4632	4653	3859	3865	0.031336206021264	0.845041927370822	
SPTB	NULL	NULL	NULL	NULL	NULL	NULL	0.579225163646783	4.24834277881004	0.0664635782831609	1	0.482477163940912	573.894668153332	0.238743989763532	0.0432903629358719	0.999162683775631	351	533	850	609	0.0113156058160791	0.941345903376875	
NAAA	NULL	NULL	NULL	NULL	NULL	NULL	-0.404105174081963	5.6750754688764	0.19401515338278	1	-0.376257708862103	1547.67702840819	0.164038181584932	0.021806569318559	0.803784207363208	1584	1781	1454	1363	0.0801062318201236	0.677039694449076	
LOC423605	NULL	NULL	NULL	NULL	NULL	NULL	-0.93531170903126	0.220719754962144	0.0238214914704358	0.626946364403395	-0.36747330475011	33.3274202628524	0.312524375910548	0.239665670378538	0.999162683775631	25	60	40	9	0.00303177623598516	0.981815569849144	
ADAMTSL5	NULL	NULL	NULL	NULL	NULL	NULL	1.04136125097582	0.654289536367223	0.00777678142445668	0.330909034743648	0.615795103266862	45.488207381444	0.314401584463327	0.0501566078070457	0.999162683775631	21	36	48	81	0.0135529612816896	0.927747788622683	
PRMT8	NULL	NULL	NULL	NULL	NULL	NULL	-0.543604872535682	5.12087961674633	0.0820227244935588	1	-0.473872305378147	1053.12378615632	0.213931493316936	0.0267555577540854	0.8973687166889	1008	1387	1034	783	0.0198470639575666	0.89646434496386	
LOC101747499	NULL	NULL	NULL	NULL	NULL	NULL	1.79328971031272	-1.89424985773808	0.0306069403113193	0.741453129041711	0.266621647726584	6.06383056057375	0.235805262523571	0.258187385451362	0.999162683775631	5	0	14	6	0.014188935412518	0.92652019376932	
S1PR4	NULL	NULL	NULL	NULL	NULL	NULL	2.26255915089194	0.363497988355556	1.46938219182037e-07	3.96509994496539e-05	1.14772695941485	36.4970980301007	0.319314448330883	0.00032520606383284	0.0544428194651422	9	15	88	41	0.193278503367711	0.448965650480243	
LOC101749926	NULL	NULL	NULL	NULL	NULL	NULL	0.93876988033304	2.01759055441524	0.00650632503072906	0.292127228502078	0.0744454028518355	120.709407547204	0.176525501525886	NA	NA	140	13	331	10	0.000519568820508585	0.989245164992336	
IGLL1	1.98029	0.0854536	-4.53443	-3.25307	0.07065	0.999798	5.01750082587435	0.0244483282385953	2.18005916416286e-15	2.11247733007382e-12	0.115070551960094	28.0805186818274	0.126471937486691	NA	NA	2	1	118	0	0.0476845273188903	0.791194594540162	
LOC101752034	0.0534626	0.17383	1.70108	0	1	1	-1.9870271509379	-2.16786217004905	0.0225069538593438	0.607685746593022	-0.388614540694218	4.8644698879298	0.25887403753704	0.133310996140297	0.999162683775631	7	8	3	1	0.0419504788269116	0.806829072155061	
LOC101751609	NULL	NULL	NULL	NULL	NULL	NULL	-3.0131642160995	-2.75626383875253	0.0288271691981501	0.717799798874257	-0.268148441470833	2.54507300076913	0.198045238926891	0.175744129687897	0.999162683775631	2	7	0	1	0.117349424577662	0.587627596142356	
SUPT3H	NULL	NULL	NULL	NULL	NULL	NULL	0.523257715941801	3.92910852044813	0.0982866409713455	1	0.466714239806751	459.670980401355	0.197741776147125	0.0182640640340158	0.746890194509112	316	406	577	569	0.0604308242334425	0.748040724096805	
LOC768647	NULL	NULL	NULL	NULL	NULL	NULL	-1.19153863586211	-1.24135885377791	0.0336656619340979	0.775871303091691	-0.381236076710592	11.0890975857018	0.298473427103975	0.201501120741137	0.999162683775631	20	9	5	9	0.00960753123354214	0.945914086279942	
LOC421070	NULL	NULL	NULL	NULL	NULL	NULL	-2.97264450987156	-1.8327826454642	0.000318701814093074	0.0321994562693656	-0.607806298588446	6.64742284118621	0.272614280593288	0.0257775446504302	0.876694810145191	7	16	1	2	0.220340796419183	0.408593263453591	
