Gene	cuffdiff_ctrl_FPKM	cuffdiff_exp_FPKM	cuffdiff_log2	cuffdiff_test_stat	cuffdiff_p_value	cuffdiff_q_value	edger_logFC	edger_logCPM	edger_PValue	edger_FDR	deseq2_baseMean	deseq2_log2FoldChange	deseq2_lfcSE	deseq2_pvalue	deseq2_padj	bayseq_library_522	bayseq_library_523	bayseq_library_524	bayseq_library_525	bayseq_likelihood	bayseq_FDR	

LOC101751818	NULL	NULL	NULL	NULL	NULL	NULL	2.59250840508136	-2.84554780333513	0.0488720054081774	0.939453030921123	0.215799104211117	2.18926446977292	0.188801003337778	0.25303956438825	0.999162683775631	1	0	2	6	0.0663062002619527	0.727226612234688	
LOC101751816	NULL	NULL	NULL	NULL	NULL	NULL	-1.41368875489259	4.95633570952445	8.65327319144495e-06	0.00153686848743886	-1.26859157570709	940.235332429856	0.194463006993213	6.86567938054869e-11	4.85489353197049e-08	1276	1329	612	475	0.962884457851854	0.0121671118126416	
OPA1	NULL	NULL	NULL	NULL	NULL	NULL	-0.633525802655428	6.32049914871305	0.0415676558907426	0.859494944984337	-0.584107434349558	2421.76268293807	0.172443209651262	0.000705982602268167	0.0990184358933311	2551	3079	1954	2055	0.105195196665174	0.61884155500518	
RIT2	NULL	NULL	NULL	NULL	NULL	NULL	-4.71728933268683	-3.11772969979865	0.0366789140339941	0.798127796939342	-0.242645225962562	1.57651054871437	0.17170417488338	0.157609105574569	0.999162683775631	3	3	0	0	0.130204807741962	0.553184180983647	
LOC101749084	NULL	NULL	NULL	NULL	NULL	NULL	3.15988484295462	-2.54718493044546	0.0100530068997014	0.382014262188654	0.339001731039747	3.06777896550268	0.216928399577569	0.11811479901014	0.999162683775631	0	1	8	4	0.244363742258607	0.395060859004171	
FAM169B	NULL	NULL	NULL	NULL	NULL	NULL	0.414349382638211	5.14123742992971	0.184720189374978	1	0.372655932491691	1068.35391988408	0.189821094536111	0.0496234535510556	0.999162683775631	915	825	1319	1261	0.0470303420885726	0.79420663159846	
LOC101750146	NULL	NULL	NULL	NULL	NULL	NULL	-2.55008991944339	7.14017366432961	6.32440822242019e-15	5.09278420817661e-12	-2.19879761111475	4279.87046487226	0.220272908168523	1.82466057706056e-23	4.42375923618498e-20	7422	6448	1554	1092	0.820324942421816	0.0394565220735595	
HLCS	NULL	NULL	NULL	NULL	NULL	NULL	0.440811249819035	3.61814484375087	0.165996940945896	1	0.394084605076497	370.19880962767	0.195620695171213	0.0439534648528115	0.999162683775631	276	324	452	449	0.0244304296296359	0.873902576110863	
LOC771752	NULL	NULL	NULL	NULL	NULL	NULL	0.991106034070729	2.1437555802889	0.00347862615156143	0.194638719944847	0.699445916821963	131.662293815445	0.290938343740364	0.016212178498518	0.707292753980333	82	86	249	124	0.0366614579934633	0.826067363391451	
LOC100857214	NULL	NULL	NULL	NULL	NULL	NULL	-1.24132646694625	0.920639704501899	0.000955915220170332	0.0760380621775789	-0.632507173732402	56.063583571435	0.319629251241839	0.0478297859489216	0.999162683775631	110	37	37	33	0.0176721885200635	0.910575032914971	
LOC100857218	NULL	NULL	NULL	NULL	NULL	NULL	-4.72451498900678	-3.11399613445719	0.0366789140339941	0.798127796939342	-0.145579936927978	1.65050369644469	0.13669780365144	0.286886602591146	0.999162683775631	6	0	0	0	0.0331340952258435	0.84053024781094	
ATP1A1	NULL	NULL	NULL	NULL	NULL	NULL	-0.425823310656629	10.2273046839463	0.167880333555013	1	-0.390394295528794	36356.2618239054	0.178908290829003	0.0291027660455676	0.944365282140207	38910	40512	30407	35038	3.80117442486632e-05	0.989737138705119	
CRTAP	NULL	NULL	NULL	NULL	NULL	NULL	-0.557573086578107	3.59151266042761	0.0804854206930392	1	-0.465825907432039	363.538901581158	0.237144844755312	0.0494941930659436	0.999162683775631	327	505	291	330	0.0151832887383509	0.921224030628066	
LOC770405	NULL	NULL	NULL	NULL	NULL	NULL	-1.51062884854491	-1.24166103534094	0.00800469051410754	0.332497529915454	-0.454427586743001	11.0875357281599	0.294169145943271	0.122398685813234	0.999162683775631	21	10	9	3	0.0131089830372796	0.928911157640768	
C5H14ORF105	NULL	NULL	NULL	NULL	NULL	NULL	-3.70594596312965	2.11267603163981	4.4775773750709e-21	7.34253803705858e-18	-2.16890936226887	130.489760155784	0.311348748480432	3.25677756195244e-12	3.07059844466083e-09	309	145	24	15	0.979042351473683	0.00588098073432559	
LOC101748904	0.0147547	0.16686	3.49939	0	1	1	-3.58684255039956	0.245781844125525	3.77250967399808e-13	2.3653635655968e-10	-1.87519208337056	34.469237353396	0.316657798201731	3.18388229437647e-09	1.80112221392877e-06	54	68	7	4	0.92108787975184	0.0208018521006739	
LOC101749503	NULL	NULL	NULL	NULL	NULL	NULL	1.86931021732383	-0.30270854250582	0.000118403982829957	0.0146752099184246	0.370575598481775	22.1994753378949	0.26253195281352	NA	NA	13	5	72	3	0.00387437066643781	0.970009097322422	
LOC101749506	NULL	NULL	NULL	NULL	NULL	NULL	-1.22305139428216	-1.06505748227849	0.0293678438857342	0.722103455543348	-0.431220794957221	12.6016694580468	0.305880046201758	0.158607335102904	0.999162683775631	14	20	12	4	0.0190192858400363	0.903176235275626	
SIDT1	NULL	NULL	NULL	NULL	NULL	NULL	0.842211657686003	1.84871354619169	0.0146133653929504	0.483738701004528	0.606140359797701	106.940055130417	0.286818259172946	0.0345729119965495	0.999162683775631	71	75	188	104	0.0185777287472483	0.906573199481536	
MR1	1.22936	2.33885	0.927896	0.89892	0.3396	0.999798	-0.875635980922135	1.1891478295389	0.0173134468321182	0.538814685499409	-0.297986434106801	67.534707681726	0.303854442999488	NA	NA	85	81	8	91	0.018507842765852	0.907227890996567	
NAALAD2	NULL	NULL	NULL	NULL	NULL	NULL	-0.718737844941915	4.38530508885116	0.0226749292517426	0.609563861019734	-0.611158768765419	632.485797520268	0.229500056179659	0.00774472946277284	0.462802125749007	834	656	564	448	0.0431003379667798	0.8029639471345	
LOC101751159	NULL	NULL	NULL	NULL	NULL	NULL	2.51702932030343	-2.35445539934422	0.0128258663298701	0.443866588344433	0.286503570365235	3.81911673664016	0.2168669263143	0.186466986916559	0.999162683775631	2	0	11	3	0.0640734404092419	0.73599809274449	
LOC100859302	NULL	NULL	NULL	NULL	NULL	NULL	0.7861258520102	2.13538257094425	0.020029545702425	0.583319474432098	0.547034959455581	130.969137883588	0.293652691864095	0.0624814358200973	0.999162683775631	93	90	238	115	0.0182547718354831	0.908009954091217	
LOC100859304	NULL	NULL	NULL	NULL	NULL	NULL	0.916607506205866	1.1578415972665	0.0120517203391376	0.428912477779192	0.432224729602811	65.5438172556284	0.319445637633584	0.176040847888419	0.999162683775631	64	21	126	56	0.00146286810496544	0.986415852815525	
LOC101751373	NULL	NULL	NULL	NULL	NULL	NULL	-4.71969486427951	-3.11648595824436	0.0366789140339941	0.798127796939342	-0.237648723028838	1.60117493129115	0.170143695992545	0.162487851047427	0.999162683775631	4	2	0	0	0.117005460338734	0.588884476753075	
LOC101751489	NULL	NULL	NULL	NULL	NULL	NULL	1.41742370110758	-1.0376993261189	0.0123009783877786	0.433441747554818	0.541971968444259	12.5814232626939	0.311910304220303	0.082283228448806	0.999162683775631	6	7	24	15	0.0226273971668428	0.885657079810983	
TMC2	NULL	NULL	NULL	NULL	NULL	NULL	-1.04929952475861	0.861011401628597	0.00598687289258045	0.277452513747891	-0.633299600026252	53.2838937645811	0.312343642329896	0.0426038260106733	0.999162683775631	54	84	25	48	0.00978792564147052	0.945613629435722	
TMEM144	NULL	NULL	NULL	NULL	NULL	NULL	-0.432264839151605	6.12764741645402	0.163902703240586	1	-0.389150192043564	2119.19841300664	0.194152344641848	0.0450320630366215	0.999162683775631	2372	2257	1757	2047	0.0120536611686977	0.938896803601176	
TMEM141	47.4945	80.3152	0.757913	2.04539	0.03395	0.973128	-0.704703411817878	4.61926257458246	0.0250747578489513	0.65427623968659	-0.646875010157905	743.599556871167	0.176638695804683	0.000250120545777876	0.0451574019403865	819	941	602	593	0.717369891868765	0.0716917074394644	
ZAP70	NULL	NULL	NULL	NULL	NULL	NULL	0.902494873255435	-0.124978452956931	0.0425700802570442	0.870480582794531	0.469640132642569	25.6173125866911	0.319334686277022	0.141376833369225	0.999162683775631	17	17	46	25	0.0162763725662776	0.918537306712355	
LOC101747445	NULL	NULL	NULL	NULL	NULL	NULL	1.89413039702148	-2.35091296751046	0.0335712295702238	0.775871303091691	0.233587859823219	3.86449761517974	0.214485476392516	0.276126796695047	0.999162683775631	0	3	3	10	0.0210291932274554	0.893315018655852	
CPLX3	NULL	NULL	NULL	NULL	NULL	NULL	1.37019625280984	-1.38973528522576	0.0186517427183992	0.56399695215721	0.39305926992069	9.3765193487513	0.290146041908888	0.175514885947119	0.999162683775631	2	8	18	11	0.0130394353785222	0.929092849456897	
AIRE	NULL	NULL	NULL	NULL	NULL	NULL	0.818933659973725	2.13595951339394	0.0160457772347419	0.513609428063406	0.604119221149562	131.166678322989	0.280595369427266	0.0313194093559886	0.989798316909652	98	82	139	213	0.0175957345406161	0.911169591564045	
CLCN1	NULL	NULL	NULL	NULL	NULL	NULL	-2.53363067232955	4.09083474730397	4.55867124909418e-14	3.35109495476516e-11	-1.20771975141708	515.738395618399	0.319660168225842	NA	NA	834	840	46	270	0.996426561872238	0.000872434989926718	
UPB1	0.700661	1.41617	1.01521	0.387333	0.57955	0.999798	-1.04312033006103	-0.162433402776433	0.0190929905299577	0.570248055218214	-0.533789386094785	25.301306530904	0.319615326658684	0.0948996859738918	0.999162683775631	33	32	24	11	0.0203118054001817	0.895128573572113	
LOC427353	NULL	NULL	NULL	NULL	NULL	NULL	-1.62464343130654	-1.06255549784932	0.00362064036694347	0.195900536402286	-0.530822677414546	12.639288819392	0.302589477300294	0.0793847998675285	0.999162683775631	11	26	4	9	0.0216751921805177	0.887986387081059	
TIPARP	NULL	NULL	NULL	NULL	NULL	NULL	-0.453421461295246	5.22329761774701	0.146289617255656	1	-0.406600721371244	1131.58485510972	0.197219222515921	0.0392392772231108	0.999162683775631	1330	1152	1025	993	0.064798780741584	0.733626546396407	
MYO1G	NULL	NULL	NULL	NULL	NULL	NULL	1.23363660277069	1.76341541534691	0.000437329095194896	0.0408902704007228	0.880697945132182	100.506966343737	0.288714063626691	0.00228524737287787	0.220357574801763	46	69	187	113	0.0335816456453806	0.839438770207607	
MYO1F	NULL	NULL	NULL	NULL	NULL	NULL	0.934512268800081	2.60538662439034	0.00463381245117225	0.238032804419494	0.762108302357198	182.1994428769	0.247910210240425	0.00211117164868547	0.207102277744747	98	142	233	272	0.0514095588392415	0.777463040102919	
LOC428714	NULL	NULL	NULL	NULL	NULL	NULL	2.21631276013385	-0.942792925835124	0.000151537048860527	0.0176528240852935	0.687982999159769	13.5955486198365	0.301040173051943	0.022292149892382	0.80884428664632	4	5	12	35	0.0339869818750067	0.838171722368211	
SLC22A13L	NULL	NULL	NULL	NULL	NULL	NULL	0.594538304774391	3.82318970054242	0.0618557067988331	1	0.52073839342518	427.032773132495	0.2101754635134	0.0132255820328928	0.634043369153173	311	338	618	471	0.0516187697976773	0.776818568021326	
LGALS2	NULL	NULL	NULL	NULL	NULL	NULL	-0.625700231757736	8.53372091525133	0.0433121471495239	0.877439820813643	-0.530763435188972	11241.9109932914	0.230873135561325	0.0215083591813631	0.800319527518161	13842	12047	7740	10861	0.000825402494786977	0.988674054447226	
EIF2AK3	NULL	NULL	NULL	NULL	NULL	NULL	-0.648033058119492	5.43190409828649	0.0379342528141517	0.814383083073601	-0.601162645962943	1307.56536422164	0.167111961517912	0.00032145780111585	0.0544428194651422	1476	1567	1119	1035	0.427661693877544	0.222877423781811	
ENTPD2	4.37997	8.01007	0.870895	1.11319	0.16495	0.999798	-0.783147658066458	3.63810265068335	0.0142962212342292	0.480265184333891	-0.621044588540064	375.456314819157	0.258658730016997	0.0163494766414006	0.70782389816635	324	592	277	306	0.0430664521089091	0.803455834704886	
PIGC	NULL	NULL	NULL	NULL	NULL	NULL	-0.797350585902583	4.49900454803998	0.0114710740235052	0.410302610793765	-0.700069304096134	683.997443077243	0.210024268005184	0.000858290889652566	0.112142639316918	762	897	467	586	0.416561579333544	0.235511595167157	
PIGR	NULL	NULL	NULL	NULL	NULL	NULL	0.670964110908534	5.76982546508541	0.031384697103028	0.756854041676867	0.413912567410603	1652.13568258358	0.310718431434718	NA	NA	1069	1371	3395	950	0.0153839521604335	0.919970562176386	
RHPN1	NULL	NULL	NULL	NULL	NULL	NULL	-1.19071083053587	4.78977504161313	0.000168882655407498	0.0193561314407368	-0.911985563801109	838.316016417119	0.271233912204592	0.000772798106669589	0.105767392486206	1346	851	659	424	0.121211249870869	0.578603123531759	
PDK4	NULL	NULL	NULL	NULL	NULL	NULL	0.991988054140924	8.31862381020483	0.00144962542065793	0.101654982623637	0.674517879796466	9686.53958398199	0.297377473906952	NA	NA	8397	3741	16889	10478	0.00962207516598263	0.945899839520658	
LOC100857271	NULL	NULL	NULL	NULL	NULL	NULL	-1.69551919630139	-1.91723876571402	0.0306069403113193	0.741453129041711	-0.38442353922675	6.23376904595992	0.270832413399735	0.155778116527643	0.999162683775631	12	6	2	4	0.0174992603904431	0.911295925552401	
TM2D1	NULL	NULL	NULL	NULL	NULL	NULL	-0.543836110143597	5.50428246054584	0.0811182656470037	1	-0.487949245530889	1374.54874353032	0.195121535279073	0.012393230298608	0.611411370342081	1403	1715	1082	1277	0.0421748411276766	0.805399165700415	
ZFAND5	NULL	NULL	NULL	NULL	NULL	NULL	-0.425202981323694	5.13402444120801	0.173318299468459	1	-0.385631849867928	1063.47033305339	0.188432793010297	0.0407050436356034	0.999162683775631	1211	1105	993	926	0.0521436622055413	0.774859811948869	
ARHGAP25	NULL	NULL	NULL	NULL	NULL	NULL	0.814085857681864	0.983189065986116	0.0281427147428663	0.714488005637617	0.580569024766625	57.7057896177563	0.289225711562963	0.0447154282175346	0.999162683775631	35	45	87	69	0.0238247908023184	0.87582417464397	
LOC101747585	NULL	NULL	NULL	NULL	NULL	NULL	1.53340075614688	-1.69131878593286	0.0370901350994925	0.802995888533879	0.42186186158637	7.27669199045206	0.288742779026909	0.144007209463499	0.999162683775631	4	3	13	10	0.0270587311694706	0.864150586278355	
LOC100857892	NULL	NULL	NULL	NULL	NULL	NULL	0.861564863791673	4.23440880672184	0.00650907371885201	0.292127228502078	0.563255321161461	568.2244598546	0.304261990405665	NA	NA	271	507	459	1077	0.0076525862754498	0.950654668127817	
LPPR4	NULL	NULL	NULL	NULL	NULL	NULL	-0.894161742394428	0.587836788724047	0.0211592540855952	0.594964900652974	-0.453139045462345	43.5642567698109	0.31962707139782	0.156274946666411	0.999162683775631	31	79	44	21	0.0025728433369935	0.982833843266759	
LOC101747631	NULL	NULL	NULL	NULL	NULL	NULL	-1.23021607252248	2.42249921556038	0.000254336429315883	0.02710972000078	-0.448949763021248	161.928086381187	0.3082455533284	NA	NA	381	36	94	109	0.0347376627611752	0.835903992057615	
MIR142	NULL	NULL	NULL	NULL	NULL	NULL	4.57197457520109	-3.12868191340222	0.0366789140339941	0.798127796939342	0.192278973671953	1.39789742296076	0.156794870039997	0.220082383674595	0.999162683775631	0	0	5	1	0.062603348868608	0.739244652573756	
LOC772158	NULL	NULL	NULL	NULL	NULL	NULL	-2.45838759616989	-2.53042784414965	0.0325926948790543	0.772012299368533	-0.29935785383908	3.36187341630029	0.219875125927602	0.173358793016244	0.999162683775631	5	6	0	2	0.0968501357991963	0.632207040892148	
NPC2	NULL	NULL	NULL	NULL	NULL	NULL	-0.505910013045602	6.14165023720442	0.10344366328909	1	-0.469857924475853	2139.34217632639	0.166160755408355	0.00468791752760232	0.335690499413244	2244	2549	1834	1900	0.112220902074485	0.600988293567415	
LOC100858813	1.13612	5.40297	2.24964	0.923324	0.29435	0.999798	-1.98249728498125	1.24963141686156	1.50160649349878e-07	4.00140590355088e-05	-1.38297368635537	70.7379333084372	0.292323946302554	2.23457581157615e-06	0.000824412741266498	118	96	26	34	0.41413277207643	0.24354618896613	
TTC6	NULL	NULL	NULL	NULL	NULL	NULL	4.57727921820925	-3.1257442833813	0.0366789140339941	0.798127796939342	0.194812039832362	1.44102652846173	0.157686950946563	0.216668508277533	0.999162683775631	0	0	1	5	0.0614860360432481	0.744606727124156	
TTC8	NULL	NULL	NULL	NULL	NULL	NULL	-0.480137142581315	3.78356157074471	0.131543125675145	1	-0.424090336942238	415.695294435794	0.20639495883128	0.039903019585047	0.999162683775631	405	522	352	381	0.017716297754802	0.909576782673538	
LOC100859367	NULL	NULL	NULL	NULL	NULL	NULL	1.03972177816775	0.923858068526367	0.00573128572061156	0.26911794932158	0.725880312006182	55.3024480674071	0.293244794092953	0.0133109715314312	0.63557708786429	32	37	70	87	0.0475862279300316	0.791472558639352	
CAPG	NULL	NULL	NULL	NULL	NULL	NULL	-1.0496318526982	3.07553709631111	0.00131079735428149	0.0940861212073159	-0.920193638655702	254.050594342873	0.210861607371524	1.27723349923899e-05	0.00373722926130773	318	335	186	164	0.588352654965803	0.141492946805649	
ABCG5	NULL	NULL	NULL	NULL	NULL	NULL	-0.490701990663464	7.33585243512351	0.11300280787893	1	-0.442421566888051	4899.4411764981	0.192923927230726	0.0218339826524329	0.803784207363208	5765	5103	4689	3933	0.0160375803021517	0.918882390358196	
PRDM10	NULL	NULL	NULL	NULL	NULL	NULL	0.738024805534601	3.68553440032329	0.02092274970823	0.592324755449635	0.604896089569277	387.981160197973	0.245140956657377	0.0136043511769197	0.640499334106638	286	267	629	401	0.0384071389798463	0.815638805981129	
HNF4A	NULL	NULL	NULL	NULL	NULL	NULL	0.460135323635423	6.32745033349012	0.138245672365083	1	0.404374558454213	2433.95077655803	0.206178948440114	0.0498464196661497	0.999162683775631	2116	1770	3264	2703	0.00711065872315363	0.952286258888509	
C14H7ORF62	0.781311	0.351995	-1.15034	-1.00483	0.13815	0.999798	1.34143607420303	-0.757231725245812	0.00867229912747192	0.350144077271679	0.556392220255401	15.7038035255696	0.315383001377912	0.0777017659083243	0.999162683775631	5	12	27	21	0.0211212093265661	0.892544744957254	
LOC101748525	NULL	NULL	NULL	NULL	NULL	NULL	0.86903217095332	3.65540502791633	0.00670594454896304	0.29731522548355	0.750954092188659	379.878167329119	0.218353946226452	0.000583522895372459	0.0853704056669483	253	259	465	570	0.265101498240468	0.357094563757002	
LOC101748252	NULL	NULL	NULL	NULL	NULL	NULL	1.24274091013449	3.17571391591399	0.000144105464282764	0.0170668904865554	1.00532092828924	271.713779173144	0.250687417337989	6.06527366486093e-05	0.0150926361677182	157	150	332	472	0.25274168530111	0.383957186448762	
LOC101748250	NULL	NULL	NULL	NULL	NULL	NULL	4.57329936242819	-3.12794788638967	0.0366789140339941	0.798127796939342	0.211155998888093	1.408679699336	0.163613569648384	0.196850206905695	0.999162683775631	0	0	4	2	0.0834940384024456	0.662133001524056	
LOC101751174	NULL	NULL	NULL	NULL	NULL	NULL	2.11252550834527	-1.01451868956903	0.00035509626537346	0.0350405709245759	0.781358066710411	12.8080503889929	0.312076958940067	0.0122889970694254	0.61072804232583	5	4	20	24	0.131661720716357	0.547020167780529	
LOC101751171	NULL	NULL	NULL	NULL	NULL	NULL	1.83056384774815	1.34180209773496	9.12868877912969e-07	0.000198576925911721	1.34383208974267	74.4300560089439	0.280787866114165	1.70194301416449e-06	0.000656447156667855	33	29	133	113	0.515887955674845	0.168779566460055	
LOC769668	NULL	NULL	NULL	NULL	NULL	NULL	-0.870343206438348	4.60071566240189	0.00576226313359234	0.269977858202025	-0.651217393190044	735.099607837189	0.278384407816365	0.0193212600189216	0.76080770980874	1130	658	665	437	0.0185828980591757	0.906526005867557	
TCLEC2D	0.107946	0.168726	0.644373	0	1	1	-1.31730686372432	-0.379427660879175	0.0043151194987693	0.224307859049354	-0.660320220722751	21.4714725842739	0.319666115532092	0.0388609752914744	0.999162683775631	23	36	15	11	0.0528930034458954	0.77252579125722	
GGA3	21.9336	14.11	-0.636428	-1.92896	0.01095	0.519952	0.621732933605668	5.78092058339785	0.0459990742841758	0.913894003345815	0.552986762895035	1665.22708890226	0.199535906168845	0.00558218690564742	0.374447802275661	1212	1289	2466	1814	0.108940682903106	0.606769229177338	
LOC100858363	NULL	NULL	NULL	NULL	NULL	NULL	0.93006081309003	0.860438459700899	0.0129619389215434	0.447848644942404	0.531774241601894	52.7816440959875	0.316660100079329	0.0930893246899742	0.999162683775631	21	49	55	91	0.00449493969874417	0.967622770718793	
LOC100858367	NULL	NULL	NULL	NULL	NULL	NULL	2.08591027669247	-2.23764164357579	0.022030104973704	0.604418947190014	0.36606065466047	4.33306899036082	0.251691531670567	0.145834899423437	0.999162683775631	2	1	9	6	0.072969553683807	0.706349718285937	
LOC101750408	NULL	NULL	NULL	NULL	NULL	NULL	1.5623919882776	-1.38576326013675	0.0141395783796425	0.479980146333152	0.513066131668821	9.47440789291616	0.302757612285078	0.0901431249915556	0.999162683775631	5	4	15	15	0.0384740531024491	0.814118676533916	
HDHD3	NULL	NULL	NULL	NULL	NULL	NULL	0.610073068992422	4.06702172001132	0.054225129801224	0.981181138634186	0.508079301670738	506.290535676324	0.237168298655629	0.0321715001909618	0.999162683775631	428	331	735	561	0.0176143475570374	0.911127415913426	
TALDO1	NULL	NULL	NULL	NULL	NULL	NULL	-0.620605687580784	7.04628583208337	0.0454520066399426	0.910663418750279	-0.515761450335291	4008.1156835597	0.240852010065549	0.032241475139444	0.999162683775631	4870	4353	2646	3995	0.00484274622728826	0.966077020376846	
LOC101750406	NULL	NULL	NULL	NULL	NULL	NULL	5.42197105626366	-2.68954749228853	0.00170676829145397	0.114545974428664	0.36845671070407	2.60773809365823	0.206521700450261	0.0744063592835878	0.999162683775631	0	0	5	6	0.391350536832553	0.262953242726518	
CORO6	NULL	NULL	NULL	NULL	NULL	NULL	-1.12987007474206	1.91433445481621	0.00100031538723851	0.0778274577560243	-0.895745710306949	112.5905076686	0.259263972738321	0.00055038190905542	0.0812220119876482	128	168	69	80	0.120152765234688	0.583809103865002	
LOC101749127	NULL	NULL	NULL	NULL	NULL	NULL	1.26560510276852	0.741524219539868	0.000995873731503373	0.0778274577560243	0.836589079757051	48.4175919382893	0.301835856910462	0.00557697186473147	0.374447802275661	29	25	84	61	0.0845319981011434	0.658776826478516	
VPS13C	NULL	NULL	NULL	NULL	NULL	NULL	-0.722868532097395	5.62448274871109	0.0205683855365786	0.588559520629239	-0.659366098132813	1494.65756019334	0.18216748931747	0.000295104753669145	0.0505881088335259	1745	1801	1316	1072	0.253268774909282	0.378236416119655	
LOC101750883	0.0746203	0.0160419	-2.21772	0	1	1	1.78981043150697	-2.13134064720028	0.033150037320978	0.775871303091691	0.358209434968371	4.81467441495575	0.261204097277919	0.170257292134882	0.999162683775631	2	2	10	6	0.0355708743249122	0.832369784189882	
KLHDC8B	NULL	NULL	NULL	NULL	NULL	NULL	-1.98705251236773	1.07454290050604	2.40138725939673e-07	5.8842268500942e-05	-1.36517619788077	62.2301375412066	0.294962809880488	3.68680734578538e-06	0.00125137614930647	77	114	30	23	0.396548573409568	0.255326877734366	
TAP1	NULL	NULL	NULL	NULL	NULL	NULL	0.782119818345745	3.36741057996805	0.0152630012606291	0.496701479940421	0.630235323237096	310.918935108812	0.251705304304115	0.0122845971115897	0.61072804232583	256	176	409	421	0.0942167863327532	0.636132084473339	
LOC418421	NULL	NULL	NULL	NULL	NULL	NULL	-2.37945246724499	0.104286904451162	1.85319230020144e-07	4.80460377445816e-05	-1.29709060727515	31.1246860409627	0.317241231141246	4.33877688829094e-05	0.0120710463231452	56	43	12	9	0.508529110767336	0.177663231043741	
LOC418424	NULL	NULL	NULL	NULL	NULL	NULL	-0.738879679222121	4.44127756672799	0.0191259667642848	0.570248055218214	-0.635290793875315	657.4863236837	0.223377111580189	0.00445471117411793	0.325804452528405	839	721	466	572	0.0832255163829691	0.666210671675563	
ZP3L1	NULL	NULL	NULL	NULL	NULL	NULL	2.75807912658161	-2.76600478383785	0.0288271691981501	0.717799798874257	0.265807176422346	2.38500366858516	0.201967621374886	0.188144485652237	0.999162683775631	0	1	4	5	0.114588051845146	0.595041324585104	
TMEM132E	NULL	NULL	NULL	NULL	NULL	NULL	0.969568905780918	0.366037795030793	0.0166115163458085	0.529333789925179	0.45127067303061	36.7044738502838	0.318825787625407	0.156946972897517	0.999162683775631	12	36	72	32	0.00433008689615876	0.968270584519042	
CCL20	NULL	NULL	NULL	NULL	NULL	NULL	-1.17136218558967	3.23761023145268	0.000321271437125502	0.0323059646067993	-0.684553111108221	285.308825958199	0.315131399380749	NA	NA	549	187	147	221	0.00985803941492689	0.945353550870703	
MB	NULL	NULL	NULL	NULL	NULL	NULL	-2.08443795871774	-1.20938759843894	0.000360155882155288	0.0350584616245955	-0.697000190502554	11.4311030811419	0.305029218268319	0.0223112079246631	0.80884428664632	22	13	5	4	0.0892231748523586	0.649199740739959	
LOC100859807	NULL	NULL	NULL	NULL	NULL	NULL	3.16263930164709	-1.9447120228544	0.000317421800755683	0.0321994562693656	0.565197847130751	5.68706832167838	0.263958820102145	0.0322550970852967	0.999162683775631	1	1	15	7	0.375319772417465	0.277650519866704	
MAP3K6	NULL	NULL	NULL	NULL	NULL	NULL	0.729585782622527	2.39896127513025	0.0283799674008288	0.717799798874257	0.598825459247117	157.653892533651	0.245176629943915	0.0145889723209557	0.66624489298871	99	128	235	182	0.0250246358019542	0.871917946009149	
ATOH1	NULL	NULL	NULL	NULL	NULL	NULL	0.574907447478843	3.93029628466034	0.0703144673758735	1	0.512373885100164	460.081772705357	0.198407242639568	0.00981057297783003	0.534050719925982	326	380	639	527	0.0600596855111807	0.749302679583688	
LOC101749330	NULL	NULL	NULL	NULL	NULL	NULL	4.73115790716652	-0.71443257958757	2.66105653238569e-11	1.41821007893495e-08	1.22033525689697	16.0456445915109	0.305571603087076	6.5073567457475e-05	0.0156798667718428	2	0	44	22	0.708023109155034	0.0843770812277306	
ZPBP	NULL	NULL	NULL	NULL	NULL	NULL	5.41594477481044	-2.69301347052504	0.00309803460416756	0.179467124162076	0.277330116455786	2.55382671178202	0.183137565123425	0.129942983580331	0.999162683775631	0	0	10	1	0.0755701991129557	0.698352627165208	
ZFYVE28	NULL	NULL	NULL	NULL	NULL	NULL	-0.815139053840083	1.73476765473628	0.018385821511924	0.559128306692147	-0.646772502932531	99.1217517289701	0.259278365110489	0.0126131133489838	0.618662273542206	106	136	81	71	0.0423024149231327	0.805158366343113	
SPAG16	NULL	NULL	NULL	NULL	NULL	NULL	1.16820050448983	0.116032208835384	0.00623324058958879	0.284540091839088	0.675359234542436	30.5907415692226	0.315531558233895	0.032323609372033	0.999162683775631	15	21	53	37	0.0573655150275172	0.760795036654665	
C2H8orf47	NULL	NULL	NULL	NULL	NULL	NULL	-1.85337252721878	-0.817748284347578	0.000376880963464198	0.0361907584645486	-0.693456690390439	15.592874047591	0.311274279982607	0.0258938871328154	0.878890317062019	30	16	5	9	0.0457189022110954	0.797382880293528	
SLC37A2	NULL	NULL	NULL	NULL	NULL	NULL	1.29512392319505	3.64840506273165	6.18984190200624e-05	0.0084047802335649	1.11674264939443	377.873142755137	0.219754254278332	3.73915447958116e-07	0.000171505920737762	203	214	507	625	0.758369097663096	0.0631368851342677	
P2RY8	NULL	NULL	NULL	NULL	NULL	NULL	0.965519924830783	-0.0890897115904588	0.0287849297599189	0.717799798874257	0.513847128306933	26.2831059475808	0.318948001788578	0.107164759316616	0.999162683775631	15	19	47	27	0.0215858728372153	0.888057702333489	
MMP24	NULL	NULL	NULL	NULL	NULL	NULL	-0.635666116608895	3.03547062478207	0.050097716521546	0.947083992584301	-0.555230063133895	246.943882916306	0.21371813126026	0.00937808144509839	0.525796525858916	287	285	217	192	0.0657680499022933	0.729729224689737	
